network_age,Aggregate_Total_Rev,Aggregate_SMS_Rev,Aggregate_Data_Rev,Aggregate_Data_Vol,Aggregate_Calls,Aggregate_ONNET_REV,Aggregate_OFFNET_REV,Aggregate_complaint_count,aug_user_type,sep_user_type,aug_fav_a,sep_fav_a,Class
177,956.7264,10.5,11.25,2258.7432,229,62690,12643,1,2G,2G,telenor,zong,Active
185,1227.49,12.25,46.25,837078.6035,339,21367,9036,1,,,warid,ufone,Active
192,1363.0804,1.75,97.5,8960971.321,281,1704,2835,2,3G,3G,mobilink,ufone,Active
210,264.61,3.82,1.25,4.3926,88,1386,3800,1,2G,2G,ptcl,ufone,Churned
215,1082.55,5.98,5,3181991.859,813,0,1432,1,3G,3G,ufone,ufone,Active
218,412.2052,11.1,6.25,2989776.351,43,510,9358,1,3G,3G,warid,warid,Churned
240,2580.3,29.04,62.5,1200063.02,939,2274,94118,2,3G,3G,mobilink,ufone,Active
243,117.272,0,1.25,12.7539,36,2714,7405,1,Other,Other,telenor,telenor,Churned
256,142.57,0,3.75,160.3643,45,6569,615,1,3G,3G,ptcl,ufone,Active
314,1562.18,4.15,21.25,1161910.131,690,262,15292,1,3G,3G,mobilink,ufone,Active
379,403.02,35.88,162.5,1058399.876,174,2500,8167,2,,,ptcl,ptcl,Churned
423,3608.22,224.04,50,4119552.577,61,17103,13308,1,3G,3G,0,ufone,Active
439,2749.94,29.46,230,4745351.069,219,15086,3291,1,3G,3G,warid,ufone,Active
678,340.4488,21.98,10,120831.5244,86,3014,9499,1,3G,3G,ptcl,ufone,Churned
714,417.2188,18.97,31.25,91833.8486,31,744,5891,1,3G,3G,ptcl,ptcl,Active
718,60.4104,21.1,0,34.6455,14,3106,179,1,,,ptcl,ptcl,Churned
741,969.7084,100.62,0,38622.8975,152,12652,1857,1,3G,3G,telenor,ufone,Active
744,301.7,27.32,0,1169.4277,31,260,8962,1,2G,2G,ufone,zong,Churned
759,1873.06,69.57,412.5,6666974.778,64,7616,20753,2,3G,3G,mobilink,mobilink,Active
784,1137.2004,10.16,70,9725620.331,112,5716,34606,1,,,ptcl,ptcl,Churned
787,65.4384,16.73,3.75,75.5009,12,874,2151,1,2G,2G,ptcl,ptcl,Churned
793,1274.08,18.09,31.25,9882732.086,325,7635,37441,1,2G,2G,zong,ufone,Churned
811,668.41,2.39,11.25,1024499.979,102,2445,7476,1,Other,Other,ufone,mobilink,Churned
812,493.28,26.29,0,51854.8193,205,0,179,1,3G,2G,ptcl,zong,Churned
833,919.28,38.27,0,285931.5283,408,0,23876,1,3G,3G,warid,warid,Churned
851,314.76,52.25,53.75,121679.9102,17,1095,2301,2,3G,3G,ptcl,ptcl,Active
862,334.832,27.23,23.75,4962.2451,100,2553,4908,1,Other,Other,telenor,ufone,Churned
872,388.5292,8.75,40,272055.3193,9,1024,608,1,3G,3G,ufone,ptcl,Active
894,9969.21,127.46,2621.25,32403873.11,107,10617,42342,3,3G,3G,warid,ufone,Churned
904,331.758,0.87,86.25,545301.8906,4,369,1869,1,3G,3G,ufone,zong,Active
906,589.12,64.09,16.25,924490.5791,164,1167,3501,1,3G,3G,mobilink,ptcl,Churned
925,1057.1,26.43,2.5,996269.374,253,1238,11025,4,3G,3G,telenor,ufone,Active
958,83.15,0,23.75,383647.7041,3,0,609,1,Other,Other,telenor,ptcl,Churned
961,445.6592,20.03,37.5,77131.1015,36,4143,8818,1,Other,Other,0,ufone,Active
968,133.894,18.48,23.75,154994.9707,7,12,1168,1,2G,3G,ptcl,ptcl,Churned
976,135.5948,22.07,6.25,28.6211,12,762,3000,1,3G,3G,ptcl,ptcl,Churned
983,332.0084,21.51,91.25,112226.2578,38,6018,5904,1,3G,3G,ufone,ufone,Churned
984,461.908,13.29,3.75,1024847.318,123,0,358,1,3G,3G,warid,ufone,Active
986,41.5704,8.92,25,11633.4287,1,0,179,1,3G,3G,ptcl,ptcl,Churned
1002,272.262,12.24,5,170561.3701,25,2572,1657,1,2G,2G,ufone,zong,Active
1034,190.672,28.77,40,9054.3545,5,0,893,1,Other,Other,telenor,telenor,Active
1037,535.596,19.88,7.5,261020.0381,386,9782,5690,2,3G,3G,ptcl,ufone,Active
1058,277.75,4.14,3.75,173652.1992,15,131,2337,1,,,ptcl,ptcl,Active
1064,503.31,23.19,12.5,587881.6592,25,1024,4276,1,Other,Other,ptcl,ptcl,Churned
1092,135.3824,1.75,0,365237.5078,11,24,4893,1,Other,Other,mobilink,mobilink,Churned
1103,468.98,61.33,51.25,453745.4395,14,131,2327,4,3G,3G,ptcl,ptcl,Churned
1110,191.106,11.97,0,20623.2764,336,6822,0,1,2G,2G,ufone,ufone,Churned
1121,172.484,33.12,16.25,200690.9639,269,4131,4761,1,3G,3G,ufone,ufone,Churned
1144,291.03,18.31,1.25,26.0684,46,2714,8978,1,3G,3G,zong,mobilink,Active
1145,992.4124,74.09,26.25,1104.9473,131,35499,26258,1,2G,2G,telenor,ufone,Active
1159,280.126,1.75,3.75,13.1885,28,4595,8831,1,2G,2G,telenor,ufone,Active
1160,603.59,17.21,23.75,2040654.463,64,144,20668,1,3G,3G,telenor,ptcl,Churned
1165,797.034,0,11.25,102643.6465,155,34495,17608,3,3G,3G,zong,ufone,Active
1167,680.2124,1.75,20,22695.707,544,12642,5095,1,2G,2G,telenor,ufone,Active
1192,1703.49,1.75,43.75,40875671.73,107,3667,24131,3,3G,3G,zong,warid,Active
1192,1464.32,41.79,191.25,57834827.73,25,1522,2764,1,3G,3G,telenor,ufone,Active
1193,1230.718,14,118.75,1051201.288,119,17649,14766,1,,,ptcl,ufone,Active
1198,2488.438,25.54,60,1213104.434,268,20034,49598,1,3G,3G,telenor,telenor,Churned
1207,20.556,4.78,0,71.0518,2,0,358,1,Other,Other,ptcl,ptcl,Churned
1217,642.812,40,10,409.293,103,1762,25464,4,Other,Other,warid,mobilink,Churned
1231,1447.6688,7.88,253.75,10585665.99,312,46590,26259,3,3G,3G,telenor,ufone,Active
1234,672.95,35.15,30,545083.1172,26,3012,3108,1,3G,3G,ufone,ufone,Active
1264,28.704,0.62,7.5,12453173.39,8,0,1432,1,,3G,ptcl,ptcl,Active
1268,439.628,5.25,113.75,28953422.55,43,4453,4251,2,,,ptcl,ufone,Active
1396,1359.4716,2.4,386.25,2107391.689,555,0,895,3,3G,3G,warid,ufone,Active
1494,1150.9268,15.75,31.25,990555.9746,571,7360,26823,1,3G,3G,ufone,ufone,Active
1520,972.38,10.5,25,1648876.463,267,0,2883,14,3G,3G,warid,ufone,Active
1542,2418.12,56.09,1.25,0.1484,954,55390,119769,1,Other,Other,ufone,telenor,Churned
1547,358.7356,3.5,91.25,32895.041,54,5130,12911,2,Other,Other,mobilink,ptcl,Active
1568,29.52,1.75,20,745241.5137,3,0,537,1,3G,,ptcl,ptcl,Churned
1618,1111.08,14,0,1403.2412,290,0,858,1,3G,3G,mobilink,ufone,Active
1682,51.674,9.79,11.25,1803.3721,5,0,989,1,Other,Other,ptcl,ptcl,Churned
1691,886.4432,55.22,11.25,355675.6787,395,1811,16222,1,2G,2G,ufone,ufone,Churned
1706,510.704,1.2,45,45768537.48,21,560,2957,15,3G,3G,ptcl,ufone,Churned
1774,1303.78,39.33,7.5,8.1387,322,29595,68526,2,,,ufone,ufone,Churned
1851,1835.58,138.2,140,683233.4356,200,12564,79683,1,3G,3G,telenor,warid,Churned
1885,315.7644,51.3,17.5,61396.4766,218,2378,15851,6,3G,3G,mobilink,ufone,Churned
1998,1546.5,105.87,383.75,3277169.367,151,15043,6452,8,3G,3G,warid,ufone,Active
2009,1612.4152,33.25,356.25,3120661.275,27,3131,12498,1,3G,3G,mobilink,ptcl,Active
2009,1083.6036,5.98,68.75,1874757.089,146,0,0,4,3G,3G,ufone,ufone,Churned
2028,756.5508,22.17,16.25,75684.2656,191,5873,34392,5,3G,3G,mobilink,ufone,Churned
2037,3190.29,14,65,15210248.36,97,38324,8513,1,,3G,zong,ufone,Active
2040,42.03,0,0,221085.9531,7,0,1965,1,Other,Other,telenor,ptcl,Churned
2128,364,43.38,71.25,2743.7519,33,3880,12629,1,3G,2G,ptcl,mobilink,Churned
2143,1673.1028,4.1,0,1379.2822,695,74820,35214,2,2G,2G,telenor,ufone,Active
2195,715.7564,21,0,109143.5322,109,2175,9900,1,2G,2G,ufone,ufone,Active
2237,499.6376,5.25,30,5772188.781,71,609,17784,5,2G,3G,ptcl,ufone,Active
2247,1544.3024,56.62,71.25,394455.7041,145,9552,43474,1,3G,3G,mobilink,ufone,Churned
2252,535.63,1.75,7.5,1919857.372,131,8820,23657,2,Other,Other,telenor,zong,Active
2252,231.5012,0,3.75,24.999,32,10344,1345,3,2G,2G,ufone,ufone,Churned
2262,234.85,3.5,5,94.2988,47,10105,5931,6,Other,Other,ptcl,ptcl,Active
2471,1777.09,6.12,0,385583.7412,1090,738,179,1,3G,3G,zong,ufone,Churned
2501,1741.7756,34.2,0,125832.7148,479,23807,46099,13,3G,3G,mobilink,ufone,Active
2505,3445.95,244.28,320,571193.6367,657,75699,129418,1,3G,3G,telenor,ufone,Churned
2582,1509.2584,36.02,500,2090914.213,69,2334,12636,2,3G,2G,mobilink,ptcl,Active
2598,1485.48,144.97,126.25,1556823.368,204,3048,1108,2,3G,3G,warid,ufone,Active
2618,66.2908,24.37,7.5,373.5928,10,432,1144,1,Other,Other,ptcl,ptcl,Churned
2747,1001.032,1.75,53.75,14016501.09,54,3513,12321,1,3G,3G,mobilink,ufone,Active
2772,1592.804,29.46,47.5,283629.3047,354,23264,73117,2,3G,3G,zong,ufone,Active
2866,3778.3,0.01,0,75585.1163,1605,0,26455,1,3G,3G,telenor,ufone,Active
2971,832.7248,9.62,2.5,103008.5605,224,37401,29553,3,Other,Other,telenor,ufone,Active
3188,580.604,77.05,3.75,45.5146,108,3523,28880,1,Other,Other,ufone,mobilink,Churned
3482,1313.1,0,0,10409369.54,562,0,0,4,3G,3G,ufone,ufone,Active
3643,1222.696,121.26,0,21807.3848,450,8940,37887,1,Other,Other,telenor,ufone,Churned
3664,490.59,0,0,98756.8555,55,131,179,2,Other,Other,mobilink,ufone,Active
3704,332.854,9.62,1.25,22.04,91,4744,6083,3,2G,2G,ufone,ufone,Active
3811,1190.2564,3.5,13.75,170499.4209,269,726,24717,6,3G,3G,ptcl,ptcl,Active
3879,565.4868,11.96,1.25,117888.5762,66,0,0,11,2G,3G,warid,ufone,Active
4121,584.6,0,65,353999.3867,69,6630,23142,1,3G,3G,ufone,ptcl,Churned
4153,437.7,0,0,501447.1855,64,0,0,3,,,mobilink,ufone,Active
4157,678.6248,5.25,73.75,11958959.19,44,620,8007,1,3G,3G,ptcl,ptcl,Active
4851,1747.67,102.31,18.75,3037882.799,551,6570,19366,1,3G,3G,ptcl,ufone,Active
4854,3813.51,61.76,421.25,3441170.841,544,30422,225872,1,3G,3G,telenor,warid,Churned
716,2314.186,168.98,0,93740.2715,483,12534,105130,3,,,0,warid,Active
717,610.97,0,0,4303770.345,54,3489,7608,3,3G,3G,warid,ufone,Active
720,496.382,19.12,3.75,34500.5986,78,0,537,1,3G,3G,ptcl,ufone,Churned
731,1188.7972,0,175,11099077.72,23,216,2617,6,3G,3G,ufone,ufone,Active
741,1109.68,73.7,6.25,2030722.286,687,0,10889,1,3G,3G,mobilink,ufone,Churned
743,1216.594,9.39,75,159984.2959,337,10035,8528,3,3G,3G,0,ufone,Active
746,114.9,14.94,13.75,71159.9229,15,131,2978,1,3G,3G,ptcl,ptcl,Churned
787,998.04,15.6,1.25,1732440.812,195,2155,846,1,3G,3G,zong,ufone,Active
793,6688.48,11.96,2327.5,7201706.051,575,0,192,1,3G,3G,zong,ufone,Active
795,920.142,0,0,47665.3779,1582,0,2441,2,Other,Other,mobilink,ufone,Active
803,382.112,7,121.25,872477.3057,14,131,2398,1,3G,3G,ptcl,ptcl,Churned
864,369.1384,0,1.25,17.3145,156,8408,7377,1,Other,Other,ufone,ufone,Active
923,3526.246,0.24,248.75,5245770.154,927,0,101000,1,3G,3G,ptcl,warid,Churned
932,528.082,3.5,36.25,1755265.273,120,12324,12584,1,Other,Other,mobilink,ufone,Active
4149,1387.99,15.28,12.5,42.7725,240,26429,65224,1,Other,Other,warid,warid,Active
107,97.43,0,6.25,10.0518,9,8166,294,1,Other,Other,ufone,ufone,Churned
115,41.01,0,18.75,8033337.324,10,0,1616,1,,3G,ptcl,ptcl,Churned
133,104.2524,9.3,2.5,11.0625,85,1206,984,1,Other,Other,warid,ufone,Churned
153,1790.9676,0.01,6.25,150658.71,829,2976,47542,1,Other,Other,zong,ufone,Active
224,482.018,0,236.25,14001033.68,7,0,1253,1,3G,3G,ptcl,ptcl,Churned
274,1215.53,75,75,4970152.598,72,5532,5637,2,3G,3G,ptcl,mobilink,Churned
279,1895.07,14.36,0,1403601.907,2376,0,83788,1,3G,3G,telenor,ufone,Active
293,2586.7468,122.25,152.5,9208944.819,458,9612,63317,2,,,zong,ufone,Active
307,473.606,4.78,0,3494.374,96,3246,20979,1,Other,Other,ptcl,ufone,Active
406,1343.254,45.41,72.5,54648012.48,22,0,3568,1,3G,,ptcl,ptcl,Active
412,333.99,1.23,153.75,4365315.423,5,0,908,1,,,ptcl,ptcl,Active
419,360.962,35.9,80,513430.5283,19,605,2765,1,3G,3G,zong,ptcl,Churned
782,7062.874,3.59,302.5,6636522.203,2016,0,362966,2,3G,3G,ufone,ufone,Active
889,592.7748,20.4,15,139035.21,145,3588,12063,4,Other,Other,zong,ufone,Churned
1152,1491.8764,5.99,7.5,34371114.51,568,2436,19031,1,3G,3G,mobilink,ufone,Active
1399,423.07,18.81,3.75,43262.2832,49,2892,5482,1,3G,3G,0,ufone,Active
1766,96.996,14.34,3.75,87.2783,19,2832,1536,1,2G,2G,telenor,telenor,Churned
2434,1342.34,0,0,64281.1152,388,0,179,2,Other,Other,mobilink,ufone,Active
4084,3405.69,8.98,346.25,9664208.901,178,31878,38246,1,3G,3G,mobilink,ufone,Active
3804,5426.89,0,0,54.8057,2596,0,14579,3,Other,Other,zong,ufone,Churned
1196,5666.8208,0,3875,3235063.165,659,57341,38015,1,3G,3G,mobilink,ufone,Churned
4846,1367.39,0,22.5,3076593.199,597,0,1505,12,3G,3G,ufone,ufone,Churned
116,22.58,7,2.5,7.0996,1,1308,0,2,,3G,ufone,ufone,Churned
122,161.1,0,0,32.459,152,1176,13119,6,2G,2G,warid,mobilink,Churned
220,1574.16,10.5,307.5,11546200.34,111,396,36552,8,3G,3G,ptcl,mobilink,Churned
301,4067.67,161.87,506.25,96163.7441,430,50556,112138,9,3G,3G,warid,ufone,Churned
2626,41.23,1.75,0,45.5547,6,228,586,8,3G,3G,mobilink,mobilink,Churned
3496,1160.93,121.27,7.5,71.9365,200,17408,68500,2,2G,2G,telenor,mobilink,Churned
4052,1227.2,0,153.75,2726.0742,133,32268,31825,5,Other,Other,mobilink,ufone,Churned
4855,550.96,7,0,29927.999,233,1284,6281,1,2G,2G,ufone,ptcl,Churned
5355,470.13,0,3.75,1811814.203,391,0,2868,3,3G,3G,zong,ufone,Churned
116,1228.8328,75.25,106.25,8530512.186,108,17904,26092,6,,3G,ptcl,ufone,Churned
348,356.25,0,0,106.9268,144,6090,3749,12,2G,2G,zong,ufone,Churned
3672,682.28,15.46,0,224677.5722,263,4936,6752,13,3G,3G,warid,ufone,Churned
3683,3997.718,1.75,12.5,1848207.602,1115,0,226388,2,3G,3G,telenor,ufone,Churned
5178,2332.63,215.24,671.25,373594.4492,198,41538,44441,8,3G,3G,warid,ufone,Churned
114,511.16,5.98,0,0.9023,78,3876,480,1,,3G,telenor,ufone,Churned
1156,1088.91,19.25,75,1228343.697,123,3647,14965,4,3G,3G,ptcl,ufone,Churned
1187,7596.712,555.58,2306.25,4230259.079,947,6408,214636,2,3G,3G,ptcl,ufone,Churned
1843,933.14,0.01,0,2024585.18,249,0,179,4,3G,3G,warid,zong,Churned
2826,792.6188,13.04,5.89,723.5527,131,15682,43586,3,Other,Other,warid,mobilink,Churned
3667,1299.4908,0,398.75,1333086.38,652,490,30803,4,3G,3G,mobilink,ufone,Churned
3685,2723.54,16.8,0,1757851.008,1232,0,60550,2,3G,3G,ufone,ufone,Churned
4136,1817.44,49.17,281.25,537414.0283,352,30838,10831,3,3G,3G,ptcl,ufone,Churned
670,21.76,0,0,3059.6924,9,502,0,5,3G,3G,ufone,ptcl,Churned
125,1461.28,199.21,6.25,341.1387,218,48720,52942,4,3G,3G,ufone,ufone,Churned
944,2940.18,169.37,6.25,143.9502,708,18288,207584,3,2G,2G,mobilink,warid,Churned
1530,2232.41,40.05,87.5,1836078.495,421,5400,47099,11,,,telenor,ufone,Churned
2874,534.31,0,193.75,143600.9297,47,4904,16128,3,3G,3G,warid,warid,Churned
3836,24438.83,664.92,8295,1737078.813,678,72120,337192,10,3G,3G,telenor,warid,Churned
4136,1677.47,54.11,182.5,1354238.308,742,4629,57961,1,3G,3G,ptcl,ufone,Churned
1685,36.232,5.25,5,273.2334,28,1032,1195,1,Other,Other,ufone,ufone,Active
1869,11.682,0,1.25,9.8506,11,168,612,2,Other,Other,telenor,ufone,Active
2039,31.222,1.75,12.5,6426577.061,11,186,1224,3,Other,Other,ufone,ufone,Churned
2194,866.0188,81.78,3.75,64.7021,345,7422,42442,1,2G,2G,ufone,ufone,Active
1586,15.682,0,11.25,1031.042,3,0,192,1,2G,2G,ptcl,ptcl,Churned
2087,711.7604,32.74,6.25,221.0459,112,5260,27573,1,3G,3G,0,telenor,Churned
3298,636.32,0,0,29623.6973,35,3936,7406,13,,,ufone,telenor,Active
1424,311.2624,21.47,0,67895.9561,17,1491,2290,1,Other,Other,ptcl,ptcl,Churned
1796,1334.0136,37.66,100,23845302,217,36228,23613,1,Other,Other,telenor,ufone,Active
2490,1793.76,68.63,27.5,1336272.676,177,36480,37482,3,3G,3G,ptcl,ufone,Churned
2761,67.5284,21.57,3.75,189.7324,2,0,811,1,Other,Other,ptcl,ptcl,Churned
4630,947.312,78.74,61.25,876375.288,41,14310,4019,2,3G,3G,zong,ufone,Active
113,286.09,0,60.76,2637011.44,8,2695,1610,1,,3G,telenor,zong,Churned
415,2126.8008,0,17.05,578459.4736,670,104691,34896,3,3G,3G,ufone,ufone,Active
415,70.8648,9.56,0,3658.9395,10,1253,1121,1,Other,Other,zong,zong,Churned
435,733.0828,15.8,241.18,328063.7764,54,9700,6417,1,3G,3G,ufone,ufone,Active
435,1527.434,7.56,8.99,787933.1524,506,45413,9958,1,3G,3G,warid,ufone,Churned
485,1336.6664,4.32,93.62,2484466.32,464,22188,6034,1,,,ptcl,ufone,Active
545,206.51,12.36,0,37170.3418,12,1933,0,1,Other,Other,ufone,ufone,Active
571,1862.814,7.06,412.3,19747757.46,187,2788,18843,1,3G,3G,mobilink,ufone,Active
698,197.326,0,93.31,85248.3574,8,1372,632,4,3G,3G,mobilink,mobilink,Active
524,1109.3752,97.33,16.43,79219.5401,129,12186,21145,1,3G,3G,ptcl,ufone,Churned
921,478.32,4.32,36.27,2695601.849,11,4257,1932,1,3G,3G,zong,ufone,Active
107,284.126,11.37,30,1855812.474,20,240,1591,1,3G,,ptcl,ptcl,Churned
130,527.61,9.3,3.75,25.6025,39,8844,32959,1,,,telenor,ptcl,Churned
132,518.014,27.69,12.5,15342.9931,105,8218,2477,5,3G,3G,telenor,ufone,Active
152,968.45,0,0,1260824.879,369,2464,3349,1,,,ufone,ufone,Active
213,43.34,0,31.25,5844.3848,1,0,179,2,2G,2G,ptcl,ptcl,Churned
224,312.0668,8.75,97.5,1434072.182,16,1559,2749,2,,,ptcl,ptcl,Active
233,92.852,20.94,0,39257.6719,2,0,490,1,3G,,ptcl,ptcl,Churned
243,702.986,61.26,26.25,872.8867,88,8118,25689,1,Other,Other,zong,ufone,Churned
248,643.8852,14,5,230.1465,263,4722,4973,1,2G,2G,mobilink,ufone,Active
297,1505.7772,54.52,150,569540.8233,170,16159,27519,1,2G,3G,zong,ptcl,Churned
303,211.8048,29.92,1.25,0.9883,23,12,5390,1,2G,2G,telenor,telenor,Churned
325,866.35,4.17,3.75,277.9688,289,36300,4567,2,2G,2G,mobilink,ufone,Active
343,825.226,25.93,65,965185.4366,45,5287,10141,1,2G,2G,ufone,ptcl,Churned
350,1359.202,26.82,120,1302295.864,88,4996,20930,1,3G,3G,telenor,ufone,Churned
356,89.378,16.73,8.75,1332.4814,4,0,2607,1,Other,Other,zong,zong,Churned
368,1151.388,95.4,88.75,866902.1221,47,4665,12185,1,3G,2G,zong,ptcl,Churned
372,696.254,22.85,58.75,902022.8174,74,0,34481,1,Other,Other,mobilink,mobilink,Churned
568,391.2388,0,0,52.0947,57,5105,3288,2,Other,Other,ufone,ufone,Active
571,694.792,5.25,47.5,43008956.74,17,311,5345,1,3G,3G,mobilink,telenor,Active
595,839.5724,73.8,8.75,229.4463,102,21304,7894,1,Other,Other,ufone,ufone,Active
622,2033.61,5.37,55,530713.8584,385,5884,44908,1,3G,3G,ufone,ufone,Active
628,276.82,29.38,1.25,0.1211,42,4097,669,1,2G,2G,ufone,ptcl,Churned
642,453.054,42.95,11.25,59029.0938,65,5826,12797,1,2G,2G,ptcl,mobilink,Churned
658,1007.1192,26.1,3.75,63.0967,149,27397,37077,1,,,ufone,ufone,Churned
684,167.0604,102.77,1.25,0.0586,8,0,1432,7,Other,Other,ptcl,ptcl,Churned
704,261.7312,7.17,3.75,130.0391,17,36,5884,2,Other,Other,ptcl,ptcl,Churned
710,576.2244,19.18,22,135342.2959,227,1092,14839,1,2G,2G,ptcl,ptcl,Churned
757,794.76,21.52,86.25,288646.249,63,6328,17389,1,Other,Other,zong,ptcl,Churned
829,778.2264,8.75,251.25,392048.3506,12,311,4019,2,2G,2G,warid,warid,Active
859,1175.9616,4.37,0,30024.7451,398,50899,8694,1,Other,Other,zong,ufone,Active
862,1845.578,8.75,21.25,697.9219,1208,29344,25788,3,3G,3G,ptcl,ufone,Active
885,457.2504,8.33,13.75,18400.9336,45,0,16422,1,3G,3G,warid,mobilink,Active
909,137.058,14.34,7.5,375.7676,10,622,2391,1,Other,Other,telenor,ptcl,Churned
937,172.1,32.4,0,182.8115,19,1205,4794,12,3G,3G,ufone,ufone,Active
959,1324.2884,1.8,48.75,132049.9375,217,21527,1960,3,3G,3G,ptcl,ufone,Active
974,146.438,22.85,17.5,900.5996,30,918,2200,1,,,ptcl,ufone,Churned
1067,155.568,3.5,56.25,109394.7109,3,0,537,2,3G,3G,ptcl,ptcl,Churned
1073,1172.3412,23.95,2.5,32489.2959,166,9462,66251,1,2G,2G,telenor,telenor,Active
1091,1896.58,17.94,0,149935.7207,363,6105,54597,1,3G,3G,telenor,ufone,Active
1121,399.98,44.77,0,1.3672,124,3842,1159,1,Other,Other,ptcl,ptcl,Churned
1146,55.6688,9.56,0,3013.9932,6,489,1112,1,3G,3G,ufone,ptcl,Churned
1183,526.47,13.12,0,699374.4385,62,2409,311,1,,,telenor,ufone,Churned
1193,1185.25,44.05,71.25,225029.1621,64,5298,16971,1,3G,3G,mobilink,ufone,Active
1202,1494.596,8.75,0,896486.1006,398,6069,25415,2,3G,3G,ufone,ufone,Active
1212,425.3404,0.87,2.5,29697.7451,5,622,490,1,3G,3G,ptcl,ufone,Active
1243,2313.6964,7,47.5,256917.9648,664,12462,96925,2,2G,2G,ufone,ufone,Active
1243,1256.25,218.74,246.25,16262.5264,84,31482,7761,3,2G,2G,ptcl,ufone,Churned
1257,1587.18,45.41,127.5,3094540.414,524,0,716,1,3G,3G,ptcl,warid,Churned
1263,41.42,25.01,0,1134.0234,1,0,179,1,2G,3G,ptcl,ptcl,Churned
1310,1471.3912,21.49,17.5,768.3096,413,37134,24971,1,,,mobilink,ufone,Active
1333,1537.79,15.33,15,1190562.436,153,16009,19147,2,3G,3G,warid,ufone,Active
1348,177.47,0,2.5,585569.2217,2,0,610,2,2G,2G,telenor,telenor,Active
1356,1591.7436,0,20,5544839.137,809,0,12425,2,3G,3G,ufone,ufone,Active
1356,812.46,20.93,292.5,710844.2266,82,1232,4054,1,3G,3G,ptcl,ufone,Churned
1361,698.072,13.12,17.5,18960728.63,30,264,1638,1,3G,3G,zong,ufone,Active
1361,312.378,10.43,123.75,2405666.735,15,96,2511,1,3G,3G,zong,ptcl,Churned
1380,1954.03,76.61,7.5,711381.4424,369,12766,101488,2,,,zong,ufone,Active
1388,780.4768,76.56,18.75,13467.8398,76,2488,32545,1,3G,3G,telenor,mobilink,Churned
1392,1379.0908,0,203.75,3636022.071,68,1650,2092,2,3G,3G,ufone,ufone,Active
1417,918.07,7,23.75,482592.2714,78,34344,4856,1,3G,3G,ufone,ufone,Active
1422,292.442,45.16,0,130874.5967,24,0,8627,1,3G,3G,mobilink,mobilink,Churned
1424,1568.484,0,0,296.1758,419,0,44012,2,2G,2G,mobilink,ufone,Active
1433,70.27,1.75,0,4945.584,16,1304,1649,1,2G,2G,ufone,ufone,Churned
1445,601.216,1.75,76.25,330439.5459,27,970,1936,1,Other,Other,ptcl,ufone,Active
1447,1078.33,8.75,10,1865896.535,748,323,6816,2,3G,3G,zong,ufone,Active
1474,881.524,0,51.25,2044129.945,11,3648,2464,3,3G,3G,mobilink,ufone,Active
1513,2527.9872,22.18,256.25,3280593.825,222,18646,71141,3,3G,3G,ptcl,telenor,Active
1521,3792.35,71.8,21.25,782.7549,647,64872,228790,1,3G,3G,mobilink,telenor,Churned
1534,691.232,0,1.25,4451.5489,251,30445,5130,2,2G,3G,mobilink,ufone,Churned
1569,1431.2,20.12,0,27022.0039,176,22714,61526,2,3G,3G,telenor,ptcl,Active
1574,325.4172,39.35,5,485815.1338,22,2376,2761,1,3G,3G,warid,ptcl,Churned
1575,1331.7272,5.25,25,4582887.011,58,5775,13132,1,3G,3G,ufone,ufone,Churned
1588,250.41,43.32,0,2981.0566,42,288,13143,1,Other,Other,ptcl,ptcl,Churned
1632,1733.5772,13.62,20,323027.2285,478,26207,55589,1,3G,3G,telenor,ufone,Active
1659,6769.2224,354.09,6.25,3812354.169,123,22247,77468,1,3G,3G,ptcl,ufone,Active
1678,1140.37,17.94,0,1024.8378,776,3050,11119,2,2G,2G,telenor,ufone,Active
1693,840.04,12.25,68.75,66257.3985,76,24903,5055,6,2G,2G,ufone,ufone,Active
1717,1359.412,3.5,243.75,1096163.608,117,20988,30081,1,3G,3G,0,ufone,Active
1735,197.9088,16.09,21.25,707.959,26,3421,6793,1,Other,Other,warid,ufone,Churned
1837,378.58,16.15,60,42310.1328,34,2799,7019,1,2G,2G,telenor,telenor,Active
1859,93.9524,31.54,1.25,0.2246,8,0,2488,1,3G,2G,telenor,telenor,Churned
1866,139.82,14.81,6.25,15420.0967,41,1556,3312,1,2G,2G,mobilink,ufone,Churned
1882,1554.8,20.89,12.5,284257.0214,254,20453,39265,1,3G,3G,0,ufone,Active
1930,981.19,27.12,11.25,240.8408,190,21484,15690,1,,,ufone,ufone,Active
1956,345.8304,16.34,77.5,819375.4004,18,48,4626,1,Other,Other,zong,ptcl,Churned
1962,184.4104,0.6,0,209621.2959,6,933,537,1,3G,3G,ufone,ptcl,Churned
1964,1632.056,15.75,153.75,91843589.44,181,47928,20572,1,Other,Other,ptcl,ufone,Active
2032,49.06,18.48,0,13.6904,4,102,537,1,2G,2G,ufone,ufone,Churned
2073,1685.6364,0,273.75,12661924.37,568,0,3587,1,3G,3G,ptcl,ufone,Active
2100,2817.304,130.15,60,3950.7207,540,36792,93801,2,Other,Other,ufone,ufone,Active
2111,191.68,0,145,164809.3564,12,132,179,6,3G,3G,ufone,ufone,Churned
2144,193.222,17.93,1.25,3.3867,14,0,5573,1,Other,Other,ptcl,ptcl,Churned
2161,1157.862,22.45,122.5,42968676.41,95,4007,15224,3,3G,3G,telenor,ufone,Churned
